symbol,token,name
PAYTM-EQ,6705,PAYTM
SBC-EQ,6792,SBC
LATENTVIEW-EQ,6818,LATENTVIEW
TARSONS-EQ,6943,TARSONS
BSOFT-EQ,6994,BSOFT
TEGA-EQ,7105,TEGA
HEUBACHIND-EQ,715,HEUBACHIND
RATEGAIN-EQ,7177,RATEGAIN
BBETF0432-EQ,7196,BBETF0432
SBIETFQLTY-EQ,7218,SBIETFQLTY
MAPMYINDIA-EQ,7227,MAPMYINDIA
MEDPLUS-EQ,7254,MEDPLUS
ALPHA-EQ,7412,ALPHA
MANAKALUCO-EQ,7420,MANAKALUCO
MIDQ50ADD-EQ,7456,MIDQ50ADD
ENRIN-EQ,756871,ENRIN
CRISIL-EQ,757,CRISIL
TRAVELFOOD-EQ,757545,TRAVELFOOD
ZODIACLOTH-EQ,3821,ZODIACLOTH
PARASPETRO-EQ,3972,PARASPETRO
EIMCOELECO-EQ,4040,EIMCOELECO
JAYAGROGN-EQ,4041,JAYAGROGN
BIOFILCHEM-EQ,4136,BIOFILCHEM
IFGLEXPOR-EQ,436,IFGLEXPOR
INDIANCARD-EQ,4422,INDIANCARD
ELECTHERM-EQ,4469,ELECTHERM
RUCHINFRA-EQ,4566,RUCHINFRA
OSWALGREEN-EQ,471,OSWALGREEN
INDRAMEDCO-EQ,4751,INDRAMEDCO
BIRLACORPN-EQ,480,BIRLACORPN
MADRASFERT-EQ,4911,MADRASFERT
SVPGLOB-EQ,5020,SVPGLOB
CIGNITITEC-EQ,5142,CIGNITITEC
BPL-EQ,530,BPL
ASAHIINDIA-EQ,5378,ASAHIINDIA
AAVAS-EQ,5385,AAVAS
MASPTOP50-EQ,5782,MASPTOP50
BSL-EQ,559,BSL
PARAS-EQ,5911,PARAS
BSLSENETFG-EQ,5957,BSLSENETFG
MANORG-EQ,6422,MANORG
CONSUMIETF-EQ,6446,CONSUMIETF
TECH-EQ,6462,TECH
NYKAA-EQ,6545,NYKAA
SONATSOFTW-EQ,6596,SONATSOFTW
EQUAL50ADD-EQ,6606,EQUAL50ADD
POLICYBZR-EQ,6656,POLICYBZR
SAPPHIRE-EQ,6718,SAPPHIRE
GANECOS-EQ,6944,GANECOS
AARTIIND-EQ,7,AARTIIND
DICIND-EQ,703,DICIND
SHRADHA-EQ,708,SHRADHA
MAHKTECH-EQ,7074,MAHKTECH
MICEL-EQ,7169,MICEL
HCLTECH-EQ,7229,HCLTECH
JTLIND-EQ,7287,JTLIND
STAR-EQ,7374,STAR
SBIETFIT-EQ,740,SBIETFIT
HPAL-EQ,7376,HPAL
SUPRIYA-EQ,7390,SUPRIYA
GLENMARK-EQ,7406,GLENMARK
NILASPACES-EQ,7411,NILASPACES
ABLBL-EQ,756843,ABLBL
BELRISE-EQ,757102,BELRISE
SCODATUBES-EQ,757478,SCODATUBES
GROWWNET-EQ,757814,GROWWNET
INDIQUBE-EQ,757845,INDIQUBE
SSDL-EQ,24856,SSDL
ORIENTTECH-EQ,24961,ORIENTTECH
SURAJLTD-EQ,24966,SURAJLTD
TDPOWERSYS-EQ,25178,TDPOWERSYS
INDOUS-EQ,25503,INDOUS
TRITURBINE-EQ,25584,TRITURBINE
MOMENTUM50-EQ,25606,MOMENTUM50
KRN-EQ,25643,KRN
DIFFNKG-EQ,25672,DIFFNKG
DSSL-EQ,25690,DSSL
BANKPSU-EQ,25725,BANKPSU
VAL30IETF-EQ,25851,VAL30IETF
LEMONTREE-EQ,2606,LEMONTREE
PEARLPOLY-EQ,2610,PEARLPOLY
DRCSYSTEMS-EQ,2645,DRCSYSTEMS
ATUL-EQ,263,ATUL
HEXATRADEX-EQ,27008,HEXATRADEX
PRAJIND-EQ,2705,PRAJIND
KPEL-EQ,27079,KPEL
NIVABUPA-EQ,27097,NIVABUPA
MOBIKWIK-EQ,28046,MOBIKWIK
IKS-EQ,28125,IKS
RANASUG-EQ,2837,RANASUG
DAMCAPITAL-EQ,28662,DAMCAPITAL
TRANSRAILL-EQ,28714,TRANSRAILL
SENORES-EQ,28888,SENORES
RUBYMILLS-EQ,2939,RUBYMILLS
AGARWALEYE-EQ,29452,AGARWALEYE
MCLOUD-EQ,29482,MCLOUD
KALYANKJIL-EQ,2955,KALYANKJIL
AJAXENGG-EQ,29624,AJAXENGG
GROWWN200-EQ,29872,GROWWN200
JUSTDIAL-EQ,29962,JUSTDIAL
AONETOTAL-EQ,29975,AONETOTAL
MOCAPITAL-EQ,30065,MOCAPITAL
ABFRL-EQ,30108,ABFRL
CASHIETF-EQ,30139,CASHIETF
BAJAJHLDNG-EQ,305,BAJAJHLDNG
BAJAJHIND-EQ,308,BAJAJHIND
INDOSTAR-EQ,3088,INDOSTAR
COMPUSOFT-EQ,31138,COMPUSOFT
BORORENEW-EQ,3149,BORORENEW
NDL-EQ,31258,NDL
HONAUT-EQ,3417,HONAUT
TATAPOWER-EQ,3426,TATAPOWER
TATAMOTORS-EQ,3456,TATAMOTORS
BBOX-EQ,3435,BBOX
TITAN-EQ,3506,TITAN
VINDHYATEL-EQ,3694,VINDHYATEL
ANMOL-EQ,3727,ANMOL
WHEELS-EQ,3766,WHEELS
ZEEL-EQ,3812,ZEEL
VARROC-EQ,3857,VARROC
NAVA-EQ,4014,NAVA
SILINV-EQ,4105,SILINV
SUNDRMBRAK-EQ,4179,SUNDRMBRAK
KEYFINSERV-EQ,4157,KEYFINSERV
SANGAMIND-EQ,4184,SANGAMIND
DENORA-EQ,4279,DENORA
STERTOOLS-EQ,4299,STERTOOLS
BHEL-EQ,438,BHEL
5PAISA-EQ,445,5PAISA
GAIL-EQ,4717,GAIL
SBCL-EQ,4656,SBCL
EPIGRAL-EQ,5382,EPIGRAL
NGIL-EQ,5401,NGIL
CANFINHOME-EQ,583,CANFINHOME
CARBORUNIV-EQ,595,CARBORUNIV
SOUTHBANK-EQ,5948,SOUTHBANK
AIROLAM-EQ,6068,AIROLAM
DTIL-EQ,6227,DTIL
HEALTHY-EQ,6297,HEALTHY
NATIONALUM-EQ,6364,NATIONALUM
FINOPB-EQ,6579,FINOPB
IVC-EQ,6711,IVC
NIPPOBATRY-EQ,6782,NIPPOBATRY
HEMIPROP-EQ,701,HEMIPROP
SHIVALIK-EQ,7016,SHIVALIK
STARHEALTH-EQ,7083,STARHEALTH
SBIETFPB-EQ,722,SBIETFPB
JETFREIGHT-EQ,7211,JETFREIGHT
DATAPATTNS-EQ,7358,DATAPATTNS
RAJESHEXPO-EQ,7401,RAJESHEXPO
ZENTEC-EQ,7508,ZENTEC
CIFL-EQ,756015,CIFL
RAJOOENG-EQ,757049,RAJOOENG
PICCADIL-EQ,757754,PICCADIL
EUROBOND-EQ,757953,EUROBOND
SMARTWORKS-EQ,757965,SMARTWORKS
BLUEDART-EQ,495,BLUEDART
CLEAN-EQ,5049,CLEAN
SGIL-EQ,5114,SGIL
TATVA-EQ,5162,TATVA
ALIVUS-EQ,5265,ALIVUS
FMCGIETF-EQ,5306,FMCGIETF
NUVOCO-EQ,5426,NUVOCO
INTLCONV-EQ,5606,INTLCONV
ASTRAZEN-EQ,5610,ASTRAZEN
GANESHBE-EQ,5614,GANESHBE
J&KBANK-EQ,5633,J&KBANK
LIKHITHA-EQ,578,LIKHITHA
PANSARI-EQ,6141,PANSARI
SIKKO-EQ,6218,SIKKO
3IINFOLTD-EQ,6232,3IINFOLTD
APOLSINHOT-EQ,6302,APOLSINHOT
EXIDEIND-EQ,676,EXIDEIND
SMLT-EQ,6843,SMLT
DHRUV-EQ,6858,DHRUV
SHRIRAMPPS-EQ,7200,SHRIRAMPPS
HECPROJECT-EQ,7425,HECPROJECT
WOCKPHARMA-EQ,7506,WOCKPHARMA
LCCINFOTEC-EQ,7529,LCCINFOTEC
ARISINFRA-EQ,757614,ARISINFRA
ATHERENERG-EQ,757645,ATHERENERG
FISCHER-EQ,757658,FISCHER
HDBFS-EQ,757772,HDBFS
BELLACASA-EQ,757938,BELLACASA
MULTICAP-EQ,25080,MULTICAP
TREEHOUSE-EQ,25082,TREEHOUSE
BAJAJHFL-EQ,25270,BAJAJHFL
APLLTD-EQ,25328,APLLTD
PGHH-EQ,2535,PGHH
PGEL-EQ,25358,PGEL
NORTHARC-EQ,25426,NORTHARC
FLEXITUFF-EQ,25512,FLEXITUFF
HUHTAMAKI-EQ,2562,HUHTAMAKI
3PLAND-EQ,2595,3PLAND
IT-EQ,2627,IT
VSSL-EQ,27067,VSSL
KMEW-EQ,27084,KMEW
NTPCGREEN-EQ,27176,NTPCGREEN
SURAKSHA-EQ,27334,SURAKSHA
ODIGMA-EQ,27571,ODIGMA
CONSUMER-EQ,28969,CONSUMER
LAXMIDENTL-EQ,29171,LAXMIDENTL
SAIL-EQ,2963,SAIL
NATCAPSUQ-EQ,29583,NATCAPSUQ
REPCOHOME-EQ,29598,REPCOHOME
SURYODAY-EQ,2970,SURYODAY
ORIENTELEC-EQ,2972,ORIENTELEC
PRABHA-EQ,30134,PRABHA
SDL26BEES-EQ,3022,SDL26BEES
TRANSWORLD-EQ,3129,TRANSWORLD
SREEL-EQ,31837,SREEL
JTEKTINDIA-EQ,3237,JTEKTINDIA
ISGEC-EQ,3329,ISGEC
TFCILTD-EQ,3466,TFCILTD
TATASTEEL-EQ,3499,TATASTEEL
TORNTPHARM-EQ,3518,TORNTPHARM
TIL-EQ,3484,TIL
BATAINDIA-EQ,371,BATAINDIA
TOKYOPLAST-EQ,3837,TOKYOPLAST
MAHLOG-EQ,385,MAHLOG
BEML-EQ,395,BEML
REMSONSIND-EQ,3965,REMSONSIND
BEPL-EQ,419,BEPL
ATLASCYCLE-EQ,4568,ATLASCYCLE
SAREGAMA-EQ,4892,SAREGAMA
MAHAPEXLTD-EQ,5239,MAHAPEXLTD
WINDLAS-EQ,5366,WINDLAS
APTUS-EQ,5435,APTUS
GRSE-EQ,5475,GRSE
SERVOTECH-EQ,5507,SERVOTECH
JAIPURKURT-EQ,5516,JAIPURKURT
VIJAYA-EQ,5585,VIJAYA
GOODLUCK-EQ,6125,GOODLUCK
CESC-EQ,628,CESC
NIFTYETF-EQ,6353,NIFTYETF
TECHNOE-EQ,6445,TECHNOE
GRPLTD-EQ,6543,GRPLTD
RPPL-EQ,6913,RPPL
ICDSLTD-EQ,6977,ICDSLTD
SEJALLTD-EQ,7091,SEJALLTD
JMA-EQ,7109,JMA
ANANDRATHI-EQ,7145,ANANDRATHI
DCMSRIND-EQ,7325,DCMSRIND
COSMOFIRST-EQ,742,COSMOFIRST
TINNARUBR-EQ,756020,TINNARUBR
WAAREERTL-EQ,756038,WAAREERTL
MOINFRA-EQ,757031,MOINFRA
MOMGF-EQ,757099,MOMGF
MOTOUR-EQ,757443,MOTOUR
MOALPHA50-EQ,757669,MOALPHA50
SAMBHV-EQ,757767,SAMBHV
MOGOLD-EQ,757791,MOGOLD
SBILIQETF-EQ,758496,SBILIQETF
EFCIL-EQ,758675,EFCIL
LAXMIINDIA-EQ,758863,LAXMIINDIA
HILINFRA-EQ,759103,HILINFRA
MONARCH-EQ,7679,MONARCH
UNIINFO-EQ,7791,UNIINFO
RAMCOSYS-EQ,7851,RAMCOSYS
SILVERIETF-EQ,7942,SILVERIETF
MAKEINDIA-EQ,7979,MAKEINDIA
SAGARDEEP-EQ,8175,SAGARDEEP
SOFTTECH-EQ,8266,SOFTTECH
GSEC5IETF-EQ,8342,GSEC5IETF
EIHOTEL-EQ,919,EIHOTEL
INDOAMIN-EQ,9116,INDOAMIN
NILAINFRA-EQ,9253,NILAINFRA
PNCINFRA-EQ,9385,PNCINFRA
CREATIVEYE-EQ,9384,CREATIVEYE
ESCORTS-EQ,958,ESCORTS
AETHER-EQ,9810,AETHER
CHEVIOT-EQ,9879,CHEVIOT
SMARTLINK-EQ,9889,SMARTLINK
ALANKIT-EQ,9921,ALANKIT
PASHUPATI-EQ,757955,PASHUPATI
QUALITY30-EQ,757946,QUALITY30
ALLTIME-EQ,758448,ALLTIME
JSWCEMENT-EQ,758460,JSWCEMENT
KALPATARU-EQ,758558,KALPATARU
SGMART-EQ,758889,SGMART
SHREEJISPG-EQ,759448,SHREEJISPG
GEMAROMA-EQ,759461,GEMAROMA
NETF-EQ,7838,NETF
ALEMBICLTD-EQ,79,ALEMBICLTD
CROWN-EQ,8083,CROWN
DEEPAKFERT-EQ,827,DEEPAKFERT
MIDCAPETF-EQ,8413,MIDCAPETF
CHALET-EQ,8546,CHALET
VERANDA-EQ,8890,VERANDA
ELDEHSG-EQ,8953,ELDEHSG
UTISXN50-EQ,9168,UTISXN50
PGHL-EQ,940,PGHL
CAMPUS-EQ,9362,CAMPUS
KPITTECH-EQ,9683,KPITTECH
EPL-EQ,981,EPL
HAVELLS-EQ,9819,HAVELLS
VIKASLIFE-EQ,9931,VIKASLIFE
ONEPOINT-EQ,9939,ONEPOINT
CHEMBONDCH-EQ,757989,CHEMBONDCH
MEIL-EQ,758748,MEIL
BLUESTONE-EQ,759291,BLUESTONE
CGPOWER-EQ,760,CGPOWER
DABUR-EQ,772,DABUR
DALMIASUG-EQ,781,DALMIASUG
BCONCEPTS-EQ,7780,BCONCEPTS
INOXWIND-EQ,7852,INOXWIND
MHLXMIRU-EQ,7886,MHLXMIRU
AVANTIFEED-EQ,7936,AVANTIFEED
SILVERBEES-EQ,8080,SILVERBEES
MEGASTAR-EQ,8153,MEGASTAR
SPENCERS-EQ,8163,SPENCERS
LOWVOL1-EQ,8632,LOWVOL1
MUKTAARTS-EQ,8687,MUKTAARTS
RITCO-EQ,8944,RITCO
MSTCLTD-EQ,9356,MSTCLTD
TRU-EQ,9378,TRU
RVNL-EQ,9552,RVNL
METROPOLIS-EQ,9581,METROPOLIS
DELHIVERY-EQ,9599,DELHIVERY
NEXTMEDIA-EQ,9867,NEXTMEDIA
JSLL-EQ,758115,JSLL
PROSTARM-EQ,758173,PROSTARM
RAYMONDREL-EQ,758551,RAYMONDREL
ELLEN-EQ,758563,ELLEN
AONEGOLD-EQ,758904,AONEGOLD
ELM250-EQ,758952,ELM250
VIKRAMSOLR-EQ,759453,VIKRAMSOLR
IMAGICAA-EQ,7672,IMAGICAA
GRWRHITECH-EQ,7982,GRWRHITECH
DALBHARAT-EQ,8075,DALBHARAT
DCMSHRIRAM-EQ,811,DCMSHRIRAM
RPSGVENT-EQ,8119,RPSGVENT
DHAMPURSUG-EQ,857,DHAMPURSUG
PNBGILTS-EQ,8736,PNBGILTS
OBCL-EQ,8797,OBCL
PIXTRANS-EQ,9087,PIXTRANS
ARVINDFASN-EQ,9111,ARVINDFASN
TIPSMUSIC-EQ,9117,TIPSMUSIC
STLTECH-EQ,9309,STLTECH
PNC-EQ,9342,PNC
ESABINDIA-EQ,955,ESABINDIA
POLYCAB-EQ,9590,POLYCAB
VENUSPIPES-EQ,9592,VENUSPIPES
MEDICO-EQ,9667,MEDICO
AXITA-EQ,9902,AXITA
LOTUSDEV-EQ,758145,LOTUSDEV
MOSILVER-EQ,758457,MOSILVER
INTERNET-EQ,758595,INTERNET
MANUFGBEES-EQ,758667,MANUFGBEES
LTGILTCASE-EQ,758705,LTGILTCASE
GROWWNXT50-EQ,759458,GROWWNXT50
GVPIL-EQ,7862,GVPIL
MALLCOM-EQ,7965,MALLCOM
DCW-EQ,817,DCW
MAHLIFE-EQ,8050,MAHLIFE
BLUESTARCO-EQ,8311,BLUESTARCO
TVSMOTOR-EQ,8479,TVSMOTOR
MID150BEES-EQ,8506,MID150BEES
GATEWAY-EQ,8510,GATEWAY
GMRP&UI-EQ,8529,GMRP&UI
MOLOWVOL-EQ,8654,MOLOWVOL
SONAMLTD-EQ,8806,SONAMLTD
USHAMART-EQ,8840,USHAMART
TNIDETF-EQ,8882,TNIDETF
HARIOMPIPE-EQ,8968,HARIOMPIPE
EQUITASBNK-EQ,913,EQUITASBNK
ROTO-EQ,9049,ROTO
SKIPPER-EQ,9428,SKIPPER
LICI-EQ,9480,LICI
AKSHAR-EQ,9558,AKSHAR
MAHESHWARI-EQ,9576,MAHESHWARI
GOLDTECH-EQ,9874,GOLDTECH
AIRAN-EQ,9897,AIRAN
EUROTEXIND-EQ,999,EUROTEXIND
